id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JK45Y51E2VKYCGCK21DHDBAD,,,,,no more games,2025-02-02T21:19:53.970547804Z,,,,,null,2025-02-02T21:19:53.970547804Z,1,2025-02-02T20:34:23.42688763Z,,,,,,,,,,,01JK45Y4RNRQBS34PEXBK2FY1K,2025-02-02T20:34:21.870276611Z,5caa7f8c0d95570013d82f2f,2025-02-02T20:34:21.870276611Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:34:21.8758367Z,full-comp-between,2025-02-02T20:34:21.8758367Z,"{""participantKey"":""5caa7f8c0d95570013d82f2f"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fd6ac74666934a108dbbf""}",2025-02-02T20:34:21.977512805Z
01JK48FR55GR4TTQEDCDWYXGWW,,,,,no more games,2025-02-02T21:19:53.970547804Z,true,2025-02-02T21:20:24.582862445Z,"{""gamefailed"":""nogame""}",2025-02-02T21:20:24.579736805Z,null,2025-02-02T21:19:53.970547804Z,1,2025-02-02T21:19:01.246143178Z,,,,,,,,,,,01JK48FQW7XGQQGQHATFSDW6SQ,2025-02-02T21:18:55.653439583Z,63936bad01efa1e55f6e149d,2025-02-02T21:18:55.653439583Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T21:18:55.658566255Z,full-comp-between,2025-02-02T21:18:55.658566255Z,"{""participantKey"":""63936bad01efa1e55f6e149d"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fe125a1d23c8b59d5e105""}",2025-02-02T21:18:55.856477387Z
01JK47EJ22M149RNNEAT8P9VT1,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-02-02T21:06:24.134122059Z,1.920000,2025-02-02T21:27:21.646674215Z,game ended,2025-02-02T21:27:21.667084945Z,true,2025-02-02T21:28:47.763070609Z,"{""age"":""46"",""gender"":""Female"",""strategy"":""Develop a connection with the other player that describes the base shapes and go from there"",""enjoy"":""Yes I felt like we were well matched and made a good team"",""feedback"":""It was fun and I had no problems"",""education"":""high-school""}",2025-02-02T21:28:47.760360871Z,01JK44ZG88WSKH56Z2TG065NRD,2025-02-02T21:01:00.78059378Z,2,2025-02-02T21:02:55.678234394Z,true,2025-02-02T21:04:03.707125798Z,01JK44ZG88WSKH56Z2TG065NRD,2025-02-02T21:04:03.712794485Z,01JK47MH3YXDW8TN99QQWAWXN5,2025-02-02T21:04:03.712794485Z,Repi,2025-02-02T21:06:24.134122059Z,#29828D,2025-02-02T21:06:24.134122059Z,01JK47EHQ7597DYR5NFBTTMMMM,2025-02-02T21:00:48.066429716Z,616964223dcbf0aa539dbae2,2025-02-02T21:00:48.066429716Z,01JK47J0RF2VM23CA4CWE4AVRX,2025-02-02T21:06:24.134122059Z,director,2025-02-02T21:27:08.25130181Z,1.920000,2025-02-02T21:27:21.646674215Z,/avatars/blue.png,2025-02-02T21:06:24.134122059Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T21:00:48.07163364Z,full-comp-between,2025-02-02T21:00:48.07163364Z,"{""participantKey"":""616964223dcbf0aa539dbae2"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fdcb8fa34602aaa9157e2""}",2025-02-02T21:00:48.283584096Z
01JK457AKRPRNS17AEQHS80T3S,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-02-02T20:28:14.523205805Z,1.830000,2025-02-02T21:00:00.552458918Z,game ended,2025-02-02T21:00:00.564898239Z,true,2025-02-02T21:00:30.594587473Z,"{""age"":""23"",""gender"":""Female"",""strategy"":""finding certain shapes to describe by"",""enjoy"":""yes they were great"",""feedback"":"""",""education"":""high-school""}",2025-02-02T21:00:30.582221809Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:21:53.917504041Z,2,2025-02-02T20:23:22.8192972Z,true,2025-02-02T20:28:14.376932226Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:28:14.385002936Z,01JK45JY5EQG527J38H7R18KQ4,2025-02-02T20:28:14.385002936Z,Minu,2025-02-02T20:28:14.523205805Z,#444EA1,2025-02-02T20:28:14.523205805Z,01JK457ACKCA5AEGVPJ9MY552R,2025-02-02T20:21:53.912598964Z,601d9cc6aa5522143c5e8264,2025-02-02T20:21:53.912598964Z,01JK455VW63ETCXWJFGJTK6P5P,2025-02-02T20:28:14.523205805Z,matcher,2025-02-02T20:59:35.77853019Z,1.830000,2025-02-02T21:00:00.552458918Z,/avatars/red.png,2025-02-02T20:28:14.523205805Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:21:53.917504041Z,full-comp-between,2025-02-02T20:21:53.917504041Z,"{""participantKey"":""601d9cc6aa5522143c5e8264"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fd3d04597f5882a2ff782""}",2025-02-02T20:21:54.042886907Z
01JK477R58AT3NBDR93M7QDTDJ,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-02-02T21:01:00.888837733Z,1.290000,2025-02-02T21:29:59.838383318Z,game ended,2025-02-02T21:35:15.426615272Z,true,2025-02-02T21:37:04.936232178Z,"{""age"":""43"",""gender"":""Male"",""strategy"":""Describe what it looked like or distinctive shapes"",""enjoy"":""Yes loved it till they bailed on me as we had a strategy"",""feedback"":""partner bailed 75% through"",""education"":""high-school""}",2025-02-02T21:37:04.789337012Z,01JK44ZF3K9ZQ73CY29ECJ83KC,2025-02-02T20:57:04.940566236Z,2,2025-02-02T20:58:39.207746084Z,true,2025-02-02T21:00:05.693503171Z,01JK44ZF3K9ZQ73CY29ECJ83KC,2025-02-02T21:00:05.699589106Z,01JK47D8P01RAFS0DK6Q2KX9S7,2025-02-02T21:00:05.699589106Z,Minu,2025-02-02T21:01:00.888837733Z,#444EA1,2025-02-02T21:01:00.888837733Z,01JK477QJ8NT30351CG2A5ZAJ0,2025-02-02T20:57:04.936448818Z,667c2175b570aa694ce2f63c,2025-02-02T20:57:04.936448818Z,01JK469X28HPJN1MEE5KX0TYMS,2025-02-02T21:01:00.888837733Z,matcher,2025-02-02T21:34:12.325470488Z,1.290000,2025-02-02T21:29:59.838383318Z,/avatars/red.png,2025-02-02T21:01:00.888837733Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:57:04.940566236Z,full-comp-between,2025-02-02T20:57:04.940566236Z,"{""participantKey"":""667c2175b570aa694ce2f63c"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fdbc14d1d977404b32931""}",2025-02-02T20:57:05.249837137Z
01JK479P6BHZC2CRJSCY4W35WY,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-02-02T21:11:20.248089676Z,1.680000,2025-02-02T21:44:37.095867038Z,game ended,2025-02-02T21:44:37.123359615Z,true,2025-02-02T21:45:48.452663935Z,"{""age"":""28"",""gender"":""Female"",""strategy"":""Used shapes when describing the objects"",""enjoy"":""Yes, It was fun"",""feedback"":""No feedback"",""education"":""bachelor""}",2025-02-02T21:45:48.470848143Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:06:23.988713654Z,2,2025-02-02T21:07:01.899946162Z,true,2025-02-02T21:10:12.685959314Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:10:12.691218717Z,01JK47ZSEH6490P06G5KXV8YJQ,2025-02-02T21:10:12.691218717Z,Minu,2025-02-02T21:11:20.248089676Z,#444EA1,2025-02-02T21:11:20.248089676Z,01JK479KVAN4EGY3JDRMPYXA5A,2025-02-02T20:58:08.459189099Z,672c93c50646371ebd158451,2025-02-02T20:58:08.459189099Z,01JK465YSXEK63PZ0HJRDXS1MK,2025-02-02T21:11:20.248089676Z,matcher,2025-02-02T21:44:18.882178709Z,1.680000,2025-02-02T21:44:37.095867038Z,/avatars/red.png,2025-02-02T21:11:20.248089676Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:58:08.465183884Z,full-comp-between,2025-02-02T20:58:08.465183884Z,"{""participantKey"":""672c93c50646371ebd158451"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fdaefd1bcb6a6dbcb5d67""}",2025-02-02T20:58:09.070364026Z
01JK4803HNF7SME8Z9W0HT6DBY,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-02-02T21:19:54.137932197Z,1.830000,2025-02-02T21:59:59.837396159Z,game ended,2025-02-02T21:59:59.866900245Z,true,2025-02-02T22:02:50.544204717Z,"{""age"":""32"",""gender"":""female"",""strategy"":""it was a great strategy and communication pattern"",""enjoy"":""oh yes. my partner was cooperative"",""feedback"":""none"",""education"":""master""}",2025-02-02T22:02:50.537311373Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:11:20.09585217Z,2,2025-02-02T21:16:48.826943186Z,true,2025-02-02T21:19:53.966166473Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:19:53.976426549Z,01JK48HH3PBXM92GWBQK4K2CN3,2025-02-02T21:19:53.976426549Z,Repi,2025-02-02T21:19:54.137932197Z,#29828D,2025-02-02T21:19:54.137932197Z,01JK4802YN52PMEWJVMNQHS27Q,2025-02-02T21:10:23.029923334Z,672adf9e5b171d7eb1269e48,2025-02-02T21:10:23.029923334Z,01JK4847PY2ET4C6DNW9N77HM7,2025-02-02T21:19:54.137932197Z,director,2025-02-02T21:59:32.113026295Z,1.830000,2025-02-02T21:59:59.837396159Z,/avatars/blue.png,2025-02-02T21:19:54.137932197Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T21:10:23.035608261Z,full-comp-between,2025-02-02T21:10:23.035608261Z,"{""participantKey"":""672adf9e5b171d7eb1269e48"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fde4dc60823793bf9b9d5""}",2025-02-02T21:10:23.348199618Z
01JK4847PY2ET4C6DNW9N77HM7,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-02-02T21:19:54.137932197Z,1.830000,2025-02-02T21:59:59.837396159Z,game ended,2025-02-02T21:59:59.866900245Z,true,2025-02-02T22:01:14.945993921Z,"{""age"":""37"",""gender"":""Female"",""strategy"":""Using the same descriptions for each repeated shapes."",""enjoy"":""Yes, we had a systematic way of describing the shapes."",""feedback"":"""",""education"":""other""}",2025-02-02T22:01:14.938858553Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:12:38.373741873Z,2,2025-02-02T21:15:06.584268803Z,true,2025-02-02T21:19:40.714037628Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:19:40.720741202Z,01JK48H45ETQPSBRDPCCRTQ2M1,2025-02-02T21:19:40.720741202Z,Minu,2025-02-02T21:19:54.137932197Z,#444EA1,2025-02-02T21:19:54.137932197Z,01JK4847ATPEYSHNVY7A5ASPKT,2025-02-02T21:12:38.366516886Z,5e02cb73783225e2aed45f11,2025-02-02T21:12:38.366516886Z,01JK4803HNF7SME8Z9W0HT6DBY,2025-02-02T21:19:54.137932197Z,matcher,2025-02-02T21:59:32.113026295Z,1.830000,2025-02-02T21:59:59.837396159Z,/avatars/red.png,2025-02-02T21:19:54.137932197Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T21:12:38.373741873Z,full-comp-between,2025-02-02T21:12:38.373741873Z,"{""participantKey"":""5e02cb73783225e2aed45f11"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fdf844d1d977404b329e2""}",2025-02-02T21:12:38.588467735Z
01JK455VW63ETCXWJFGJTK6P5P,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-02-02T20:28:14.523205805Z,1.830000,2025-02-02T21:00:00.552458918Z,game ended,2025-02-02T21:00:00.564898239Z,true,2025-02-02T21:01:04.09943706Z,"{""age"":""72"",""gender"":""female"",""strategy"":""none"",""enjoy"":""yes"",""feedback"":"""",""education"":""high-school""}",2025-02-02T21:01:04.098684559Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:21:06.060224924Z,2,2025-02-02T20:25:33.104054059Z,true,2025-02-02T20:26:18.227400913Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:26:18.234468045Z,01JK45FCQQJCVV1FKCAV3R3DVB,2025-02-02T20:26:18.234468045Z,Repi,2025-02-02T20:28:14.523205805Z,#29828D,2025-02-02T20:28:14.523205805Z,01JK455V3QD9GX45WNG8RQJEZM,2025-02-02T20:21:06.054791662Z,58f34b88c40b7e0001099c8e,2025-02-02T20:21:06.054791662Z,01JK457AKRPRNS17AEQHS80T3S,2025-02-02T20:28:14.523205805Z,director,2025-02-02T20:59:35.77853019Z,1.830000,2025-02-02T21:00:00.552458918Z,/avatars/blue.png,2025-02-02T20:28:14.523205805Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:21:06.060224924Z,full-comp-between,2025-02-02T20:21:06.060224924Z,"{""participantKey"":""58f34b88c40b7e0001099c8e"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fd38c4d1d977404b327df""}",2025-02-02T20:21:06.566488379Z
01JK465YSXEK63PZ0HJRDXS1MK,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-02-02T21:11:20.248089676Z,1.680000,2025-02-02T21:44:37.095867038Z,game ended,2025-02-02T21:44:37.123359615Z,true,2025-02-02T21:45:37.373979458Z,"{""age"":""34"",""gender"":""Female"",""strategy"":""Finding common terms to refer to the shapes by worked well for my partner and I."",""enjoy"":""I enjoyed how quickly we picked up on the shared terms we used."",""feedback"":""No additional feedback."",""education"":""high-school""}",2025-02-02T21:45:37.369733393Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:06:23.988713654Z,2,2025-02-02T21:10:58.642548778Z,true,2025-02-02T21:11:20.086640656Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:11:20.101638472Z,01JK481V924C8F7EFXGB9PMH07,2025-02-02T21:11:20.101638472Z,Repi,2025-02-02T21:11:20.248089676Z,#29828D,2025-02-02T21:11:20.248089676Z,01JK465YKV0BZMHAEW0GN32AMG,2025-02-02T20:38:37.629269813Z,5ef981cf234db67251c1e0d7,2025-02-02T20:38:37.629269813Z,01JK479P6BHZC2CRJSCY4W35WY,2025-02-02T21:11:20.248089676Z,director,2025-02-02T21:44:18.882178709Z,1.680000,2025-02-02T21:44:37.095867038Z,/avatars/blue.png,2025-02-02T21:11:20.248089676Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-02-02T20:38:37.634000769Z,full-comp-between,2025-02-02T20:38:37.634000769Z,"{""participantKey"":""5ef981cf234db67251c1e0d7"",""STUDY_ID"":""679fd285c8a8e0a3869c5858"",""SESSION_ID"":""679fd7bb599c33f7b58cd77f""}",2025-02-02T20:38:37.762214397Z
